error  * no darle pelota
341K available
Compiling PEGASSUS.PRG
PEGASSUS.PRG(180)  Warning C1004  Ambiguous reference, assuming memvar: 'JREF'
PEGASSUS.PRG(181)  Warning C1004  Ambiguous reference, assuming memvar: 'JANCH1'
PEGASSUS.PRG(182)  Warning C1004  Ambiguous reference, assuming memvar: 'JANCH2'
PEGASSUS.PRG(183)  Warning C1004  Ambiguous reference, assuming memvar: 'JANCH3'
PEGASSUS.PRG(184)  Warning C1004  Ambiguous reference, assuming memvar: 'JANCH4'
PEGASSUS.PRG(185)  Warning C1004  Ambiguous reference, assuming memvar: 'JANCH5'
PEGASSUS.PRG(186)  Warning C1004  Ambiguous reference, assuming memvar: 'JANCH6'
PEGASSUS.PRG(188)  Warning C1003  Ambiguous reference: 'NRO_MODULO'
PEGASSUS.PRG(188)  Warning C1003  Ambiguous reference: 'JREF'
PEGASSUS.PRG(189)  Warning C1003  Ambiguous reference: 'NRO_MODULO'
PEGASSUS.PRG(189)  Warning C1004  Ambiguous reference, assuming memvar: 'JREF'
PEGASSUS.PRG(190)  Warning C1004  Ambiguous reference, assuming memvar: 'JEG'
PEGASSUS.PRG(193)  Warning C1003  Ambiguous reference: 'NRO_MODULO'
PEGASSUS.PRG(193)  Warning C1004  Ambiguous reference, assuming memvar: 'AESTAD'
PEGASSUS.PRG(194)  Warning C1003  Ambiguous reference: 'NRO_RUTINA'
PEGASSUS.PRG(194)  Warning C1004  Ambiguous reference, assuming memvar: 'ASMENU1'
PEGASSUS.PRG(194)  Warning C1003  Ambiguous reference: 'JEG'
PEGASSUS.PRG(195)  Warning C1003  Ambiguous reference: 'IDIOMA'
PEGASSUS.PRG(196)  Warning C1003  Ambiguous reference: 'NOM_RUTINA'
PEGASSUS.PRG(196)  Warning C1004  Ambiguous reference, assuming memvar: 'ASMENU1'
PEGASSUS.PRG(196)  Warning C1003  Ambiguous reference: 'JEG'
PEGASSUS.PRG(197)  Warning C1003  Ambiguous reference: 'MENSAJE'
PEGASSUS.PRG(197)  Warning C1004  Ambiguous reference, assuming memvar: 'ASMENU1'
PEGASSUS.PRG(197)  Warning C1003  Ambiguous reference: 'JEG'
PEGASSUS.PRG(199)  Warning C1003  Ambiguous reference: 'EXT_RUTINA'
PEGASSUS.PRG(199)  Warning C1004  Ambiguous reference, assuming memvar: 'ASMENU1'
PEGASSUS.PRG(199)  Warning C1003  Ambiguous reference: 'JEG'
PEGASSUS.PRG(200)  Warning C1003  Ambiguous reference: 'MENSAJE2'
PEGASSUS.PRG(200)  Warning C1004  Ambiguous reference, assuming memvar: 'ASMENU1'
PEGASSUS.PRG(200)  Warning C1003  Ambiguous reference: 'JEG'
PEGASSUS.PRG(202)  Warning C1003  Ambiguous reference: 'NIV_ACCESO'
PEGASSUS.PRG(202)  Warning C1004  Ambiguous reference, assuming memvar: 'ASMENU1'
PEGASSUS.PRG(202)  Warning C1003  Ambiguous reference: 'JEG'
PEGASSUS.PRG(203)  Warning C1003  Ambiguous reference: 'EJECUTA'
PEGASSUS.PRG(203)  Warning C1004  Ambiguous reference, assuming memvar: 'ASMENU1'
PEGASSUS.PRG(203)  Warning C1003  Ambiguous reference: 'JEG'
PEGASSUS.PRG(204)  Warning C1003  Ambiguous reference: 'NRO_MODULO'
PEGASSUS.PRG(204)  Warning C1004  Ambiguous reference, assuming memvar: 'ASMENU1'
PEGASSUS.PRG(204)  Warning C1003  Ambiguous reference: 'JEG'
PEGASSUS.PRG(205)  Warning C1003  Ambiguous reference: 'EJECUTOR'
PEGASSUS.PRG(205)  Warning C1004  Ambiguous reference, assuming memvar: 'ASMENU1'
PEGASSUS.PRG(205)  Warning C1003  Ambiguous reference: 'JEG'
PEGASSUS.PRG(206)  Warning C1004  Ambiguous reference, assuming memvar: 'ASMENU1'
PEGASSUS.PRG(206)  Warning C1003  Ambiguous reference: 'JEG'
PEGASSUS.PRG(206)  Warning C1003  Ambiguous reference: 'JANCH1'
PEGASSUS.PRG(207)  Warning C1004  Ambiguous reference, assuming memvar: 'ASMENU1'
PEGASSUS.PRG(207)  Warning C1003  Ambiguous reference: 'JEG'
PEGASSUS.PRG(207)  Warning C1004  Ambiguous reference, assuming memvar: 'JANCH1'
PEGASSUS.PRG(209)  Warning C1004  Ambiguous reference, assuming memvar: 'ASMENU1'
PEGASSUS.PRG(209)  Warning C1003  Ambiguous reference: 'JEG'
PEGASSUS.PRG(211)  Warning C1004  Ambiguous reference, assuming memvar: 'TOTREG'
PEGASSUS.PRG(213)  Warning C1003  Ambiguous reference: 'TOTREG'
PEGASSUS.PRG(213)  Warning C1004  Ambiguous reference, assuming memvar: 'TOTREG'
PEGASSUS.PRG(213)  Warning C1003  Ambiguous reference: 'NRO_RUTINA'
PEGASSUS.PRG(213)  Warning C1003  Ambiguous reference: 'JEG'
PEGASSUS.PRG(213)  Warning C1003  Ambiguous reference: 'NRO_MODULO'
PEGASSUS.PRG(214)  Warning C1004  Ambiguous reference, assuming memvar: 'ASMENU1'
PEGASSUS.PRG(214)  Warning C1003  Ambiguous reference: 'JEG'
PEGASSUS.PRG(214)  Warning C1004  Ambiguous reference, assuming memvar: 'NEWBASE'
PEGASSUS.PRG(215)  Warning C1003  Ambiguous reference: 'TOTREG'
PEGASSUS.PRG(215)  Warning C1004  Ambiguous reference, assuming memvar: 'NEWBASE'
PEGASSUS.PRG(215)  Warning C1004  Ambiguous reference, assuming memvar: 'NEWBASE'
PEGASSUS.PRG(217)  Warning C1003  Ambiguous reference: 'NRO_RUTINA'
PEGASSUS.PRG(217)  Warning C1003  Ambiguous reference: 'JEG'
PEGASSUS.PRG(217)  Warning C1003  Ambiguous reference: 'NRO_MODULO'
PEGASSUS.PRG(218)  Warning C1004  Ambiguous reference, assuming memvar: 'JUG'
PEGASSUS.PRG(219)  Warning C1003  Ambiguous reference: 'NRO_RUTINA'
